City,Cuisines,Total_Restaurants,Average_Rating,Total_Votes
Noida,"Continental, Fast Food, Italian",2,2.1,111
Noida,"Continental, Italian",1,3.2,33
Noida,"Continental, Lebanese, Mexican",1,0.0,0
Noida,"Continental, Mexican, American, Fast Food, Italian, Chinese",1,3.9,132
Noida,"Continental, Mexican, Fast Food, Chinese",2,3.5,176
Noida,"Continental, Mexican, Italian",1,3.6,111
Noida,"Continental, Mexican, Mediterranean",1,3.0,18
Noida,"Continental, North Indian",1,3.3,29
Noida,"Continental, North Indian, Mexican",1,3.2,135
Noida,Desserts,9,2.4222222222222225,619
Noida,"Desserts, Bakery, Fast Food",1,4.1,516
Noida,"Desserts, Beverages",2,3.5,72
Noida,"Desserts, Ice Cream",3,1.0333333333333334,34
Noida,"European, North Indian, Chinese",1,2.2,116
Noida,Fast Food,53,1.830188679245283,3606
Noida,"Fast Food, Beverages",14,2.1928571428571426,892
Noida,"Fast Food, Burger",4,3.375,266
Noida,"Fast Food, Cafe, Italian, North Indian, Chinese",1,3.2,48
Noida,"Fast Food, Chinese",5,3.5799999999999996,1201
Noida,"Fast Food, Chinese, North Indian",1,3.5,22
Noida,"Fast Food, Italian",1,3.4,23
Noida,"Fast Food, Italian, Desserts, Beverages",1,3.3,12
Noida,"Fast Food, Italian, North Indian, Chinese",1,3.0,6
Noida,"Fast Food, North Indian",9,2.1888888888888887,183
Noida,"Fast Food, North Indian, Chinese",3,2.4,236
Noida,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1,2.5,221
Noida,"Fast Food, North Indian, South Indian",1,0.0,1
Noida,"Fast Food, Pizza",1,0.0,1
Noida,"Fast Food, Street Food",2,0.0,0
Noida,Finger Food,2,1.6,21
Noida,"Finger Food, North Indian, Chinese",1,3.4,223
Noida,Healthy Food,4,3.525,212
Noida,"Healthy Food, Juices",1,3.5,14
Noida,"Healthy Food, North Indian, Chinese, Continental",1,3.7,142
Noida,"Healthy Food, Salad",1,3.6,20
Noida,Ice Cream,18,0.7333333333333333,87
Noida,"Ice Cream, Beverages",1,3.5,23
Noida,"Ice Cream, Beverages, Fast Food",4,0.75,9
Noida,"Ice Cream, Desserts",5,1.54,113
Noida,Italian,1,3.1,372
Noida,"Italian, Chinese",2,0.0,2
Noida,"Italian, Continental, American",1,0.0,0
Noida,"Italian, Continental, North Indian, Chinese",2,3.0,433
Noida,"Italian, Fast Food",1,3.5,27
Noida,"Italian, Lebanese, North Indian",1,3.5,278
Noida,"Italian, North Indian, Chinese",1,3.4,431
Noida,"Italian, Pizza",4,2.325,607
Noida,"Italian, Pizza, Bakery",1,2.3,230
Noida,"Italian, Pizza, Fast Food",8,2.6875,861
Noida,"Japanese, Sushi",1,3.3,19
Noida,"Juices, Beverages, Fast Food",1,3.0,10
Noida,"Juices, Fast Food",1,0.0,1
Noida,"Juices, Healthy Food",1,4.0,76
Noida,Kashmiri,1,3.0,5
Noida,"Kashmiri, Chinese",1,3.1,6
Noida,"Lebanese, Mediterranean, Middle Eastern, Arabian",1,3.8,67
Noida,Lucknowi,2,1.75,24
Noida,"Lucknowi, Mughlai, North Indian",1,0.0,0
Noida,"Mediterranean, Continental, North Indian, Italian",1,3.5,218
Noida,"Mediterranean, Italian, Continental, Spanish, North Indian",1,3.4,299
Noida,"Mexican, American, Italian",1,4.1,750
Noida,"Mexican, Fast Food",1,3.6,397
Noida,"Mexican, Italian",1,0.0,0
Noida,"Mexican, Italian, Fast Food",1,3.4,55
Noida,Mithai,3,1.0333333333333334,16
Noida,"Mithai, Bakery",1,0.0,0
Noida,"Mithai, Beverages",1,3.4,23
Noida,"Mithai, Fast Food",1,0.0,0
Noida,"Mithai, North Indian",1,2.4,11
Noida,"Mithai, North Indian, Chinese",1,2.9,4
Noida,"Mithai, North Indian, South Indian, Street Food, Chinese",1,3.3,36
Noida,"Mithai, North Indian, Street Food",1,0.0,1
Noida,"Mithai, Street Food",9,1.2333333333333334,132
Noida,Mughlai,4,0.0,7
Noida,"Mughlai, Biryani",1,0.0,0
Noida,"Mughlai, Chinese",1,3.2,5
Noida,"Mughlai, Continental, Chinese",1,3.1,8
Noida,"Mughlai, North Indian",7,2.2,1418
Noida,"Mughlai, North Indian, Chinese",2,1.35,35
Noida,North Indian,110,1.3563636363636362,1464
Noida,"North Indian, Asian, Continental",1,3.5,214
Noida,"North Indian, Bengali",1,0.0,0
Noida,"North Indian, Biryani",3,1.2,21
Noida,"North Indian, Chinese",97,1.9268041237113402,3155
Noida,"North Indian, Chinese, Cafe",1,3.1,13
Noida,"North Indian, Chinese, Continental",8,2.7,806
Noida,"North Indian, Chinese, Continental, Mughlai",1,0.0,0
Noida,"North Indian, Chinese, Fast Food",9,2.7222222222222223,521
Noida,"North Indian, Chinese, Fast Food, Mithai",1,2.9,56
Noida,"North Indian, Chinese, Fast Food, Street Food",2,3.1500000000000004,88
Noida,"North Indian, Chinese, Italian",1,3.3,49
Noida,"North Indian, Chinese, Italian, Thai",1,0.0,0
Noida,"North Indian, Chinese, Kashmiri",1,0.0,3
Noida,"North Indian, Chinese, Mediterranean",1,4.3,1670
Noida,"North Indian, Chinese, Mediterranean, Asian, Continental",1,3.9,1088
Noida,"North Indian, Chinese, Mughlai",12,2.4166666666666665,882
Noida,"North Indian, Chinese, Mughlai, Fast Food",2,2.55,75
Noida,"North Indian, Chinese, South Indian",8,2.2375,166
Noida,"North Indian, Chinese, South Indian, Mithai",4,2.975,261
Noida,"North Indian, Chinese, South Indian, Seafood, Chettinad",1,3.6,415
Noida,"North Indian, Chinese, Thai",3,3.5,413
Noida,"North Indian, Chinese, Thai, Continental",1,3.6,328
Noida,"North Indian, Continental",1,3.1,6
Noida,"North Indian, Continental, Chinese",2,1.0,230
Noida,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",1,3.8,46
Noida,"North Indian, Continental, Italian",1,0.0,3
Noida,"North Indian, Continental, Mughlai, Asian",1,3.9,749
Noida,"North Indian, Continental, Thai, Chinese",1,3.5,326
Noida,"North Indian, European, Asian, Mediterranean",1,3.4,215
Noida,"North Indian, Fast Food",8,2.8,487
Noida,"North Indian, Fast Food, Chinese",3,2.2333333333333334,248
Noida,"North Indian, Fast Food, Chinese, Biryani, Mughlai",1,3.8,418
Noida,"North Indian, Healthy Food, Rajasthani",1,3.1,10
Noida,"North Indian, Italian, Chinese",1,3.8,240
Noida,"North Indian, Italian, Continental",1,0.0,0
Noida,"North Indian, Mughlai",54,2.7370370370370374,7832
Noida,"North Indian, Mughlai, Biryani",1,2.8,109
Noida,"North Indian, Mughlai, Chinese",44,2.2204545454545457,2310
Noida,"North Indian, Mughlai, Chinese, Fast Food",4,2.125,123
Noida,"North Indian, Mughlai, Chinese, Raw Meats",1,2.9,25
Noida,"North Indian, Mughlai, Fast Food",1,2.9,5
Noida,"North Indian, Mughlai, Hyderabadi",1,3.3,13
Noida,"North Indian, Mughlai, Italian, Chinese",1,3.5,247
Noida,"North Indian, Mughlai, Mughlai",1,0.0,2
Noida,"North Indian, Rajasthani",2,3.15,351
Noida,"North Indian, Seafood, Bengali",1,3.3,15
Noida,"North Indian, South Indian",6,0.9666666666666667,16
Noida,"North Indian, South Indian, Bakery, Beverages",1,0.0,2
Noida,"North Indian, South Indian, Chinese",7,0.41428571428571426,16
Noida,"North Indian, South Indian, Chinese, Fast Food",1,3.2,15
Noida,"North Indian, South Indian, Chinese, Mithai",1,2.7,34
Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",1,2.4,77
Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3,3.1999999999999997,681
Noida,"North Indian, South Indian, Fast Food",1,3.2,16
Noida,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",1,3.7,331
Noida,"North Indian, South Indian, Italian, Chinese",1,0.0,0
Noida,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",1,3.3,10
Noida,"North Indian, South Indian, Street Food",1,0.0,1
Noida,"North Indian, Street Food",2,3.05,132
Noida,"North Indian, Street Food, South Indian, Fast Food, Chinese",1,3.0,38
Noida,"North Indian, Thai, Continental",1,4.0,121
Noida,"Parsi, Iranian",1,4.0,617
Noida,Pizza,3,0.7666666666666666,9
Noida,"Pizza, Fast Food",17,2.5294117647058822,1732
Noida,"Pizza, Italian",1,3.3,97
Noida,"Pizza, North Indian",1,3.5,47
Noida,"Raw Meats, Fast Food",7,1.8,103
Noida,"Raw Meats, Fast Food, North Indian",1,2.9,7
Noida,"Raw Meats, North Indian, Fast Food",7,1.7142857142857142,145
Noida,"Salad, Continental",1,4.1,43
Noida,South Indian,13,1.8076923076923077,809
Noida,"South Indian, Chinese",1,2.8,8
Noida,"South Indian, Chinese, Street Food, Mithai",1,3.3,61
Noida,"South Indian, North Indian, Chinese",6,3.033333333333333,713
Noida,"South Indian, North Indian, Street Food",1,3.0,4
Noida,Street Food,8,1.625,320
Noida,"Street Food, Beverages",1,2.9,4
Noida,"Street Food, Continental, South Indian, North Indian, Chinese",1,3.9,204
Noida,"Street Food, Mithai",1,0.0,3
Noida,"Street Food, North Indian",1,3.1,8
Noida,Tea,1,0.0,2
Noida,"Tea, Fast Food",2,1.4,6
Noida,"Thai, Chinese",1,3.1,8
Noida,"Tibetan, Chinese",1,2.7,212
Noida,"Tibetan, Street Food",1,0.0,1
Ojo Caliente,"American, International, Southwestern",1,3.6,30
Orlando,American,1,4.4,1685
Orlando,"American, BBQ, Sandwich",1,4.9,1252
Orlando,"American, Breakfast, Vegetarian",1,4.4,797
Orlando,"American, Sandwich, Salad",1,4.7,1341
Orlando,"American, Sandwich, Tea",1,4.9,1457
Orlando,"Asian, Latin American, Vegetarian",1,4.4,570
Orlando,"Asian, Thai",1,4.6,1293
Orlando,"Brazilian, Steak",1,4.6,2324
Orlando,Cajun,1,4.7,1412
Orlando,Caribbean,1,4.3,910
Orlando,German,1,4.8,1699
Orlando,Hawaiian,1,4.5,1151
Orlando,Irish,1,4.3,782
Orlando,Italian,1,4.4,886
Orlando,"Mediterranean, Turkish",1,4.2,568
Orlando,"New American, Tapas",1,4.6,1293
Orlando,Pub Food,1,4.4,1998
Orlando,"Southern, Cajun, Soul Food",1,3.6,432
Orlando,"Spanish, Tapas",1,4.4,981
Palm Cove,"Mediterranean, Seafood",1,4.4,381
Panchkula,"North Indian, Middle Eastern, Pizza",1,4.2,843
Pasay City,"Asian, European",1,4.0,520
Pasay City,"European, Asian, Indian",1,4.9,621
Pasay City,"Seafood, Filipino, Asian, European",1,4.2,677
Pasig City,"American, Ice Cream, Desserts",1,4.2,488
Pasig City,Filipino,1,4.8,532
Pasig City,"Filipino, Mexican",1,4.9,1070
Patna,"American, Chinese, North Indian, Italian",1,3.5,42
Patna,"Biryani, Mughlai",1,3.6,99
Patna,Chinese,1,3.5,65
Patna,"Chinese, North Indian, Mughlai",1,3.6,69
Patna,"Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",1,3.4,16
Patna,Fast Food,2,3.3499999999999996,109
Patna,"North Indian, Chinese",4,3.425,300
Patna,"North Indian, Chinese, Continental",1,3.5,150
Patna,"North Indian, Chinese, Continental, Italian",1,3.5,151
Patna,"North Indian, Chinese, Finger Food",1,3.6,107
Patna,"North Indian, Continental, Chinese, South Indian",1,3.7,43
Patna,"North Indian, Fast Food",1,3.6,75
Patna,"North Indian, Mughlai, Chinese",1,3.4,45
Patna,"North Indian, South Indian, Chinese",1,3.1,64
Patna,"North Indian, South Indian, Fast Food",1,3.3,74
Patna,"South Indian, Fast Food",1,3.4,111
Paynesville,Modern Australian,1,2.6,16
Penola,"Cafe, Coffee and Tea, Sandwich",1,3.4,19
Pensacola,"American, Seafood, Sushi",1,4.0,1270
Pensacola,"Asian, Vietnamese",1,4.5,828
Pensacola,"Breakfast, Burger",1,4.2,591
Pensacola,"Burger, Bar Food",1,3.7,559
Pensacola,"Burger, Bar Food, Steak",1,4.9,2238
Pensacola,"Burger, Sandwich, Seafood",1,4.4,1408
Pensacola,"Caribbean, Seafood",1,4.3,905
Pensacola,"Caribbean, Seafood, Steak",1,3.5,479
Pensacola,"European, International, Tapas",1,4.4,900
Pensacola,Greek,1,4.7,816
Pensacola,"Italian, Mediterranean, Pizza",1,4.1,502
Pensacola,"Italian, Pizza, Sandwich",1,4.6,792
Pensacola,"Italian, Pizza, Seafood",1,3.7,292
Pensacola,"Japanese, Sushi",1,4.3,765
Pensacola,"Latin American, Mexican, Southwestern",1,4.2,1268
Pensacola,"Mexican, Southwestern, Tex-Mex",1,4.2,635
Pensacola,"Sandwich, Seafood, Cajun",1,4.4,747
Pensacola,Seafood,1,3.9,724
Pensacola,"Seafood, Sushi",1,4.1,669
Pensacola,Tapas,1,3.9,502
Phillip Island,"Breakfast, Coffee and Tea, Modern Australian",1,3.7,351
Pocatello,"American, BBQ, Steak",1,3.5,83
Pocatello,"American, Breakfast",1,3.6,121
Pocatello,"American, Greek",1,3.7,152
Pocatello,"American, Pizza",1,3.7,191
Pocatello,"American, Seafood, Steak",1,3.6,85
Pocatello,"Asian, Sushi, Vegetarian",1,3.6,132
Pocatello,"Asian, Thai",1,3.6,91
Pocatello,"Burger, Fast Food",1,3.7,104
Pocatello,"Burger, Pizza, Sandwich",1,3.5,57
Pocatello,Chinese,1,3.5,93
Pocatello,"Coffee and Tea, Sandwich",1,3.8,136
Pocatello,"Desserts, Thai",1,3.7,162
Pocatello,"Indian, International, Vegetarian",1,3.8,141
Pocatello,"Indian, Persian",1,0.0,1
Pocatello,"Italian, Pizza, Sandwich",1,3.7,222
Pocatello,Mexican,2,3.8499999999999996,473
Pocatello,New American,1,3.6,144
Pocatello,"Pizza, Bar Food",1,3.6,59
Pocatello,"Pizza, Sandwich",1,3.8,160
Potrero,"American, BBQ, Burger",1,3.3,9
Pretoria,African,1,4.7,373
Pretoria,"Burger, American, Beverages",1,3.8,57
Pretoria,"Burger, Steak, Seafood",1,4.1,84
Pretoria,"Cafe, Burger, Tapas, South African, European, Grill",1,3.9,150
Pretoria,"Cafe, Grill",1,4.0,235
Pretoria,"Cafe, Italian, Pizza, European, Bakery, Deli",1,3.9,153
Pretoria,"Cafe, Tapas, South African, Beverages, Healthy Food, Desserts, Spanish",1,4.5,97
Pretoria,"Contemporary, Sushi, Grill, Italian, Steak",1,3.4,111
Pretoria,Continental,1,4.4,84
Pretoria,"Continental, Seafood, Burger, South African, Finger Food, Grill",1,4.0,158
Pretoria,"European, South African, Steak",1,4.5,287
Pretoria,French,1,4.9,85
Pretoria,"Grill, Burger",1,4.1,258
Pretoria,"Healthy Food, Seafood, Beverages, Belgian, Contemporary, Desserts, Finger Food, International",1,4.2,20
Pretoria,Indian,1,4.4,147
Pretoria,"Indian, Asian, Durban, International, Desserts",1,4.3,43
Pretoria,"Italian, Mediterranean, Sushi, Desserts",1,4.1,232
Pretoria,Mexican,1,4.3,116
Pretoria,"Street Food, Burger, American, Finger Food, German",1,4.4,301
Pretoria,"Street Food, Continental, Burger, Grill",1,3.9,135
Princeton,Seafood,1,4.0,542
Puducherry,Bakery,1,3.8,173
Puducherry,"Bakery, French",1,4.1,791
Puducherry,Cafe,3,3.466666666666667,1668
Puducherry,"Cafe, Continental",1,3.8,199
Puducherry,"Chinese, Thai, Malaysian, Vietnamese, Korean, Indonesian, Asian",1,3.8,189
Puducherry,Continental,1,3.9,535
Puducherry,"Continental, North Indian, Finger Food",1,3.4,228
Puducherry,Desserts,2,4.2,819
Puducherry,"Desserts, Beverages, Juices",1,3.7,36
Puducherry,"French, Continental, North Indian",1,3.5,328
Puducherry,"Goan, Mangalorean, Continental, French",1,3.5,225
Puducherry,Italian,1,3.6,275
Puducherry,North Indian,1,3.7,124
Puducherry,"North Indian, French, Continental",1,3.8,456
Puducherry,"North Indian, Seafood, South Indian, Italian",1,3.8,192
Puducherry,"Pizza, Italian",2,3.7,610
Pune,"Cafe, Italian, Continental",1,4.2,583
Pune,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai",1,4.4,635
Pune,"Continental, North Indian, Italian",1,4.2,1531
Pune,"Continental, North Indian, Mughlai, Burmese",2,4.3,1906
Pune,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",1,4.1,140
Pune,"European, Desserts",1,4.8,2510
Pune,Finger Food,1,4.1,377
Pune,"Finger Food, Italian, Spanish, Greek",1,4.1,1143
Pune,"Italian, Continental, Cafe",1,4.1,997
Pune,"Italian, German, Continental",1,4.0,1583
Pune,"Mexican, American, Tex-Mex",1,4.5,1439
Pune,Modern Indian,1,4.3,868
Pune,North Indian,1,4.4,208
Pune,"North Indian, Asian",1,4.5,1099
Pune,"North Indian, Chinese, Continental",1,4.2,487
Pune,"North Indian, Continental, Finger Food",1,3.6,507
Pune,"North Indian, Mediterranean, Chinese",1,3.6,1566
Pune,"North Indian, Mughlai",1,4.5,2847
Pune,"North Indian, North Eastern, Continental",1,4.2,306
Quezon City,"Filipino, Mexican",1,4.8,294
Ranchi,"Cafe, Fast Food, North Indian",1,3.6,95
Ranchi,"Cafe, Italian, Mexican, Chinese, North Indian",1,3.3,19
Ranchi,Chinese,1,3.4,117
Ranchi,"Continental, North Indian, European",1,3.7,116
Ranchi,"European, North Indian, Continental, Italian",1,3.7,81
Ranchi,Fast Food,1,3.2,125
Ranchi,"Fast Food, North Indian",1,3.3,89
Ranchi,"North Indian, Chinese",3,3.4,204
Ranchi,"North Indian, Chinese, South Indian, Chinese",2,3.7,472
Ranchi,"North Indian, Continental",1,3.4,62
Ranchi,"North Indian, Continental, Chinese",1,3.2,51
Ranchi,"North Indian, South Indian, Chinese",3,3.3333333333333335,106
Ranchi,Pizza,1,3.5,66
Ranchi,"South Indian, North Indian, Chinese",1,3.7,92
Ranchi,Street Food,1,3.5,112
Randburg,Cafe,1,4.3,618
Rest of Hawaii,American,1,3.9,232
Rest of Hawaii,"American, Asian, Burger",1,4.6,1078
Rest of Hawaii,"American, Breakfast, Hawaiian",1,4.2,694
Rest of Hawaii,"American, Hawaiian",1,4.5,695
Rest of Hawaii,"American, Pizza, Bar Food",1,4.7,764
Rest of Hawaii,Asian,1,4.6,723
Rest of Hawaii,"Asian, Breakfast, Hawaiian",1,4.2,874
Rest of Hawaii,"Asian, European, Seafood",1,4.2,531
Rest of Hawaii,Breakfast,1,4.0,535
Rest of Hawaii,"Breakfast, Burger",1,4.4,552
Rest of Hawaii,Burger,1,4.2,485
Rest of Hawaii,"Hawaiian, Seafood",1,4.9,1343
Rest of Hawaii,"Hawaiian, Seafood, Steak",3,4.333333333333333,3255
Rest of Hawaii,Japanese,1,4.9,602
Rest of Hawaii,"Japanese, Seafood, Sushi",1,4.2,807
Rest of Hawaii,Seafood,2,4.5,1178
Rio de Janeiro,"Bakery, Sandwich, Brazilian",1,4.4,13
Rio de Janeiro,"Bar Food, Brazilian",1,0.0,1
Rio de Janeiro,"Beverages, Bar Food, Fast Food",1,4.5,29
Rio de Janeiro,Brazilian,4,4.45,86
Rio de Janeiro,"Brazilian, Bar Food",4,4.675,123
Rio de Janeiro,"Brazilian, Healthy Food, Juices, Pizza",1,4.6,21
Rio de Janeiro,"Brazilian, Seafood",1,4.2,8
Rio de Janeiro,Burger,1,4.8,19
Rio de Janeiro,"Desserts, Cafe",1,4.8,29
Rio de Janeiro,Italian,1,4.0,5
Rio de Janeiro,Japanese,1,4.6,25
Rio de Janeiro,"Juices, Healthy Food",1,4.7,24
Rio de Janeiro,Lebanese,1,4.2,11
Rio de Janeiro,"Seafood, Bar Food, Brazilian",1,4.0,7
San Juan City,Filipino,1,4.2,458
San Juan City,Korean,1,4.3,223
Sandton,"Contemporary, Burger, European",1,4.0,504
Sandton,"Contemporary, Italian",1,4.8,542
Sandton,"European, South African",1,4.6,892
Sandton,"Grill, Steak, Burger, Sushi, Tapas",1,4.3,430
Sandton,Italian,1,4.1,251
Sandton,"Italian, Pizza",1,3.8,390
Sandton,"Italian, Pizza, Beverages, Desserts, Grill, Seafood",1,4.4,499
Sandton,Mediterranean,1,4.4,743
Sandton,Mexican,2,4.25,1069
Sandton,Steak,1,4.4,90
Santa Rosa,"Cafe, American, Italian, Filipino",1,3.6,29
Santa Rosa,"Italian, Pizza",1,4.0,72
Savannah,American,1,4.1,558
Savannah,"American, Bar Food",1,4.4,690
Savannah,"American, Bar Food, Sandwich",1,3.7,747
Savannah,"American, Breakfast",2,4.1,970
Savannah,"American, Seafood, Southern",1,4.4,1803
Savannah,"American, Seafood, Steak",1,3.8,566
Savannah,"American, Southern",1,4.5,1014
Savannah,"Breakfast, Cajun",1,4.1,802
Savannah,"Breakfast, Diner, Sandwich",1,4.3,710
Savannah,"Breakfast, Vegetarian",1,4.2,680
Savannah,Burger,1,4.7,906
Savannah,"Cafe, Sandwich, Southern",1,4.3,719
Savannah,"Coffee and Tea, Desserts",1,4.3,456
Savannah,"Desserts, Sandwich, Ice Cream",1,4.6,880
Savannah,"International, Mediterranean, Sandwich",1,4.5,796
Savannah,"Pizza, Seafood, Steak",1,4.0,687
Savannah,Seafood,1,3.8,883
Savannah,Southern,1,3.3,1201
Secunderabad,"Cafe, Continental",1,4.6,1408
Secunderabad,"North Indian, Chinese",1,4.4,494
Sharjah,"African, Portuguese",1,4.2,265
Sharjah,"American, Mexican",1,3.9,357
Sharjah,"American, Mexican, Burger",1,4.1,197
Sharjah,"Arabian, Middle Eastern",1,4.2,444
Sharjah,"Bakery, Arabian, Middle Eastern",1,4.2,142
Sharjah,Cafe,1,4.2,43
Sharjah,"Cafe, Bakery, Desserts",1,4.5,143
Sharjah,"Chinese, Thai",1,3.8,227
Sharjah,"Fast Food, American",1,4.1,33
Sharjah,"Fast Food, Burger",1,3.8,12
Sharjah,"Fast Food, Pizza",1,2.4,154
Sharjah,"Indian, Mughlai, South Indian, Biryani",1,4.1,372
Sharjah,"Indian, North Indian",1,4.8,459
Sharjah,"Indian, North Indian, Chinese",1,4.3,316
Sharjah,"Indian, North Indian, South Indian, Chinese",1,3.9,285
Sharjah,Lebanese,1,3.9,69
Sharjah,"Pakistani, Chinese, Indian, Afghani",1,4.1,192
Sharjah,"Pakistani, Indian",1,4.1,449
Sharjah,"Pakistani, Indian, Mughlai",1,4.2,504
Sharjah,South Indian,1,3.8,210
Singapore,American,1,3.1,34
Singapore,"American, Bakery, European, Burger, Fusion",1,3.8,28
Singapore,"American, Japanese, Singaporean",1,3.2,30
Singapore,"American, Mexican",1,3.2,30
Singapore,"American, Steak",1,4.0,33
Singapore,"Asian, Continental, Seafood",1,3.8,30
Singapore,Bakery,1,4.2,29
Singapore,Cafe,1,3.7,33
Singapore,"Cafe, Spanish, Turkish, Greek",1,3.2,33
Singapore,"Chinese, Continental, Singaporean",1,3.4,34
Singapore,"Chinese, Seafood, Cantonese, Dim Sum",1,3.9,34
Singapore,Finger Food,1,3.9,35
Singapore,French,2,3.8499999999999996,68
Singapore,"French, Mediterranean, European",1,3.8,33
Singapore,Italian,1,4.1,35
Singapore,"Italian, French, Bakery, Cafe",1,3.2,29
Singapore,"Singaporean, Australian, German",1,3.1,33
Singapore,"Singaporean, Chinese, Seafood, Malay, Indian",1,3.0,25
Singapore,"Western, Fusion, Fast Food",1,3.2,32
Sioux City,American,1,3.7,122
Sioux City,"American, Desserts, Diner",1,3.9,161
Sioux City,"American, Fast Food",1,3.8,195
Sioux City,"American, Pizza, Bar Food",1,3.6,92
Sioux City,"American, Seafood, Steak",2,3.6,204
Sioux City,"Asian, Chinese",1,3.6,94
Sioux City,"Asian, Thai, Vegetarian",1,4.0,303
Sioux City,"Asian, Vegetarian, Vietnamese",1,3.8,182
Sioux City,BBQ,1,3.6,76
Sioux City,Burger,1,3.7,97
Sioux City,"Burger, Seafood, Steak",1,3.7,100
Sioux City,"Caribbean, Mexican, Cajun",1,3.8,187
Sioux City,Chinese,1,3.8,129
Sioux City,Italian,1,4.0,271
Sioux City,"Japanese, Steak, Sushi",1,3.9,239
Sioux City,"Japanese, Sushi",1,3.7,129
Sioux City,Mexican,1,3.7,117
Sioux City,Pizza,2,3.9,458
Surat,"Cafe, Continental",1,4.0,223
Surat,"Cafe, Desserts",1,3.9,28
Surat,Chinese,1,4.2,197
Surat,"Chinese, North Indian, Italian, Mexican",1,3.8,201
Surat,"Chinese, Thai, Asian",2,3.8,435
Surat,Gujarati,1,3.9,153
Surat,"Ice Cream, Desserts",1,3.6,87
Surat,"Italian, Continental, Chinese, Mexican",1,4.1,204
Surat,"Italian, Lebanese, Mexican",1,3.6,66
Surat,"Italian, Mexican, Mediterranean",1,4.2,319
Surat,"Italian, North Indian, Desserts, Continental",1,4.1,164
Surat,"Lebanese, Italian",1,4.3,479
Surat,Modern Indian,1,3.4,47
Surat,"North Indian, Chinese, Thai, Mexican, Italian",1,3.9,191
Surat,"North Indian, Italian",1,4.1,221
Surat,"North Indian, Italian, Mexican, Asian",1,3.8,87
Surat,Pizza,1,4.1,216
Surat,South Indian,2,4.05,349
Sí£o Paulo,"BBQ, Grill, Brazilian",1,4.3,39
Sí£o Paulo,"Beverages, International",1,4.8,59
Sí£o Paulo,Brazilian,3,1.3666666666666665,17
Sí£o Paulo,"Brazilian, Bar Food, Beverages",1,4.6,58
Sí£o Paulo,"Brazilian, Grill",1,3.9,5
Sí£o Paulo,"Brazilian, Italian",1,4.3,46
Sí£o Paulo,"Brazilian, Mineira",1,0.0,2
Sí£o Paulo,"Brazilian, North Eastern",1,4.4,22
Sí£o Paulo,French,1,3.4,73
Sí£o Paulo,"French, Brazilian, Beverages",1,4.6,30
Sí£o Paulo,"Gourmet Fast Food, Burger",1,4.3,68
Sí£o Paulo,Indian,1,3.1,5
Sí£o Paulo,Italian,1,4.4,37
Sí£o Paulo,"Italian, Pizza",1,4.5,49
Sí£o Paulo,"Lebanese, Arabian",1,4.1,11
Sí£o Paulo,"Steak, BBQ",1,4.4,17
Sí£o Paulo,Sushi,1,3.9,12
Sí£o Paulo,"Sushi, Japanese",1,3.5,9
Tagaytay City,Filipino,1,4.5,211
Taguig City,"American, Asian, Italian, Seafood",1,4.5,618
Taguig City,"Cafe, Bakery, American, Italian",1,4.4,392
Taguig City,"Cafe, Korean, Desserts",1,4.5,118
Taguig City,"Seafood, American, Mediterranean, Japanese",1,4.7,535
Tampa Bay,"American, Burger",1,4.4,803
Tampa Bay,"American, Desserts, Steak",1,4.7,3157
Tampa Bay,"American, Italian, Seafood",1,4.1,921
Tampa Bay,"American, Seafood, Steak",1,4.2,1363
Tampa Bay,"BBQ, Caribbean, Seafood",1,4.6,1321
Tampa Bay,Breakfast,1,3.9,665
Tampa Bay,"Breakfast, Mexican",1,4.5,1203
Tampa Bay,"Breakfast, Spanish, Tapas",1,4.4,1007
Tampa Bay,"British, Bar Food, Sandwich",1,4.1,1020
Tampa Bay,"Cuban, Spanish",1,4.4,1746
Tampa Bay,"Desserts, Bar Food",1,4.7,3074
Tampa Bay,"European, German",1,4.9,1413
Tampa Bay,International,1,3.9,373
Tampa Bay,"International, Italian, Southern",1,4.8,1715
Tampa Bay,"Italian, Deli",1,4.9,1424
Tampa Bay,"Latin American, Mexican, Southwestern",1,4.6,1629
Tampa Bay,"Mexican, Vegetarian",1,4.5,1868
Tampa Bay,"Sandwich, Seafood, Steak",1,4.5,844
Tampa Bay,"Seafood, Steak",1,4.0,875
Tampa Bay,"Spanish, Tapas",1,4.1,986
Tangerang,Indonesian,1,3.7,155
Tangerang,"Sunda, Indonesian",1,4.9,2212
Tanunda,"Modern Australian, Australian",1,4.4,339
Trentham East,Australian,1,4.1,87
Vadodara,Cafe,2,4.25,224
Vadodara,"Cafe, Fast Food",1,3.9,145
Vadodara,"Cafe, Mexican, Italian, Fast Food",1,3.8,71
